Regions,Sectors,PathTimes,EULER_INTEGRAND
GLD,A,11,0.0006786445492584893
GLD,B,11,0.014223819380380181
GLD,C,11,0.02064437737012833
GLD,D,11,0.020615554411443252
GLD,E,11,0.0207004321739274
GLD,F,11,0.0006988563682097647
GLD,G,11,0.00042278045669074483
GLD,H,11,0.0009772218723850571
GLD,I,11,0.020536112606463913
GLD,J,11,0.0007012327739360788
GLD,K,11,0.0006334498736701834
GLD,L,11,0.020595729519837177
GLD,M,11,0.020528219678169597
GLD,N,11,0.000701306490634787
GLD,O,11,0.0007555598715191141
GLD,P,11,0.0005986942409495
GLD,Q,11,0.0006102192410412303
GLD,R,11,0.0006813821481627623
GLD,S,11,0.0006976349412750429
GLD,A,12,0.0006122334532303549
GLD,B,12,0.015614794363168445
GLD,C,12,0.018145620311738803
GLD,D,12,0.018111824980571213
GLD,E,12,0.01819063685133811
GLD,F,12,0.0006323388940416551
GLD,G,12,0.00037970005002231264
GLD,H,12,0.0010898485167341273
GLD,I,12,0.01806087611992497
GLD,J,12,0.0006299604623032575
GLD,K,12,0.0005742405245074461
GLD,L,12,0.01809348926595448
GLD,M,12,0.01803571132914897
GLD,N,12,0.0006303178071515678
GLD,O,12,0.0007356315970230555
GLD,P,12,0.0005444875353682548
GLD,Q,12,0.0005525902447223899
GLD,R,12,0.000613970553562496
GLD,S,12,0.0006292199263185562
GLD,A,13,0.0005421502736984643
GLD,B,13,0.014909295760339489
GLD,C,13,0.01558558442133726
GLD,D,13,0.015591659725657382
GLD,E,13,0.015686959145634016
GLD,F,13,0.0005624680260473104
GLD,G,13,0.0003342115173978501
GLD,H,13,0.0012146647246437663
GLD,I,13,0.015574097048074123
GLD,J,13,0.0005548926365798601
GLD,K,13,0.0005133087883725548
GLD,L,13,0.015615357859815424
GLD,M,13,0.015490742418370776
GLD,N,13,0.0005557449242502978
GLD,O,13,0.0007262843605479079
GLD,P,13,0.0004886516626633752
GLD,Q,13,0.0004925935215193759
GLD,R,13,0.0005427648189271594
GLD,S,13,0.0005570078837064552
GLD,A,14,0.0005187163835404477
GLD,B,14,0.014530111701861758
GLD,C,14,0.014769717764205952
GLD,D,14,0.014764964464950566
GLD,E,14,0.014855410584065847
GLD,F,14,0.000540576655830283
GLD,G,14,0.000318656772713833
GLD,H,14,0.0014426010105508121
GLD,I,14,0.014766672452039631
GLD,J,14,0.0005293733100128138
GLD,K,14,0.0005044376544158589
GLD,L,14,0.014774625517719827
GLD,M,14,0.014660389270059259
GLD,N,14,0.000531722023457429
GLD,O,14,0.0008144835294454343
GLD,P,14,0.00047973554095674014
GLD,Q,14,0.0004782707268602015
GLD,R,14,0.0005184846069343071
GLD,S,14,0.0005324993677531019
GLD,A,15,0.0005134834119247947
GLD,B,15,0.01442416041519103
GLD,C,15,0.01457157394612385
GLD,D,15,0.01455734361849793
GLD,E,15,0.01464658673486836
GLD,F,15,0.0005387476604237247
GLD,G,15,0.00031463942949212814
GLD,H,15,0.0017989682880033726
GLD,I,15,0.014568010673632857
GLD,J,15,0.0005228121958923481
GLD,K,15,0.0005235644950803153
GLD,L,15,0.014555316192971464
GLD,M,15,0.014452323600272926
GLD,N,15,0.0005279506006709473
GLD,O,15,0.0009981578222290515
GLD,P,15,0.0004957521478763097
GLD,Q,15,0.00048574040488058145
GLD,R,15,0.0005122293900135215
GLD,S,15,0.0005263437287689006
GLD,A,16,0.0005136690936622631
GLD,B,16,0.014397526700383663
GLD,C,16,0.014528910550427977
GLD,D,16,0.014510474307563897
GLD,E,16,0.014602911698106485
GLD,F,16,0.0005449643254754256
GLD,G,16,0.0003137305025717638
GLD,H,16,0.0022838923911302693
GLD,I,16,0.014524302592457971
GLD,J,16,0.0005213588465209458
GLD,K,16,0.0005646789524006357
GLD,L,16,0.014503820621953746
GLD,M,16,0.014405698813203461
GLD,N,16,0.0005312853607242839
GLD,O,16,0.0012690002419243078
GLD,P,16,0.0005306738256396956
GLD,Q,16,0.0005066180571262081
GLD,R,16,0.0005108894897115569
GLD,S,16,0.0005251986202919657
GLD,A,17,0.0005157781245816509
GLD,B,17,0.014389365819874277
GLD,C,17,0.014509722170471234
GLD,D,17,0.014492490489112227
GLD,E,17,0.014585914740255274
GLD,F,17,0.0005572986691541203
GLD,G,17,0.0003134215778663115
GLD,H,17,0.0029311159403768634
GLD,I,17,0.014507080566548354
GLD,J,17,0.0005208583266874954
GLD,K,17,0.0006348839294603762
GLD,L,17,0.014484984040966072
GLD,M,17,0.014387776626027873
GLD,N,17,0.0005388349209171869
GLD,O,17,0.00160598324638194
GLD,P,17,0.0005899371606525976
GLD,Q,17,0.0005430262998506967
GLD,R,17,0.0005104471373772034
GLD,S,17,0.0005251088018618873
GLD,A,18,0.0005197156376476964
GLD,B,18,0.014385460466278038
GLD,C,18,0.014495317407589572
GLD,D,18,0.014480291314815635
GLD,E,18,0.014569887311733275
GLD,F,18,0.0005784296545357815
GLD,G,18,0.0003132145537136532
GLD,H,18,0.003790644523707374
GLD,I,18,0.014495241144056755
GLD,J,18,0.0005204440271295948
GLD,K,18,0.000752156881366612
GLD,L,18,0.014472288108801277
GLD,M,18,0.014375604416489069
GLD,N,18,0.0005518691180586574
GLD,O,18,0.0020645634048478516
GLD,P,18,0.0006871061717423797
GLD,Q,18,0.0006035652942871368
GLD,R,18,0.0005099500776243472
GLD,S,18,0.0005253546327726121
GLD,A,19,0.0005269244549589665
GLD,B,19,0.014383789938667735
GLD,C,19,0.014479816600292773
GLD,D,19,0.014472994925009156
GLD,E,19,0.014570329950542079
GLD,F,19,0.0006146016002103831
GLD,G,19,0.0003131663434752206
GLD,H,19,0.004884220994731426
GLD,I,19,0.014487044518030803
GLD,J,19,0.0005203114135982744
GLD,K,19,0.0009392200120296846
GLD,L,19,0.014466138315557563
GLD,M,19,0.014371059919775282
GLD,N,19,0.0005743652222019559
GLD,O,19,0.0026569635906366924
GLD,P,19,0.0008437896927346439
GLD,Q,19,0.0007038069828756156
GLD,R,19,0.000509811459688398
GLD,S,19,0.0005262898783468993
GLD,A,20,0.0005392582831569844
GLD,B,20,0.014383574030603795
GLD,C,20,0.01445987316859424
GLD,D,20,0.014461783258882616
GLD,E,20,0.014563083448543759
GLD,F,20,0.0006754729715823412
GLD,G,20,0.00031313404310624184
GLD,H,20,0.0062555472575473205
GLD,I,20,0.014474762993425566
GLD,J,20,0.0005201892221625506
GLD,K,20,0.001167870301821572
GLD,L,20,0.014456479800283745
GLD,M,20,0.014361816073508227
GLD,N,20,0.0006121969390575428
GLD,O,20,0.0034350919761209045
GLD,P,20,0.0010677742342580755
GLD,Q,20,0.000865604356805483
GLD,R,20,0.0005096948883218673
GLD,S,20,0.0005279911511344877
GLD,A,21,0.0005601962774247785
GLD,B,21,0.014382390080332532
GLD,C,21,0.014432674404249765
GLD,D,21,0.014445679645954546
GLD,E,21,0.014551553202601548
GLD,F,21,0.0007774709471061623
GLD,G,21,0.0003131268337127642
GLD,H,21,0.007916063006118784
GLD,I,21,0.014457475810921234
GLD,J,21,0.0005200762318857352
GLD,K,21,0.001458609531411181
GLD,L,21,0.01444235215675422
GLD,M,21,0.014348196650795994
GLD,N,21,0.0006756818109222326
GLD,O,21,0.0044404486602371025
GLD,P,21,0.0013336401928492247
GLD,Q,21,0.00109863868813352
GLD,R,21,0.0005095971077073696
GLD,S,21,0.0005309593598159263
GLD,A,22,0.0005957480836794971
GLD,B,22,0.014381623261234995
GLD,C,22,0.014398364040474126
GLD,D,22,0.014425180605029859
GLD,E,22,0.01453621707141689
GLD,F,22,0.000946665581563818
GLD,G,22,0.00031322505074669904
GLD,H,22,0.009828672254996701
GLD,I,22,0.014435628721395257
GLD,J,22,0.0005200869823170866
GLD,K,22,0.0018479920856032351
GLD,L,22,0.01442426419707275
GLD,M,22,0.014330865711465923
GLD,N,22,0.000781837661330958
GLD,O,22,0.0057112077692873815
GLD,P,22,0.0016878498090418857
GLD,Q,22,0.0013765332705541044
GLD,R,22,0.0005096351974963749
GLD,S,22,0.0005361844483472393
GLD,A,23,0.000655944339149425
GLD,B,23,0.014382167804722724
GLD,C,23,0.014356772993667884
GLD,D,23,0.014399992669404999
GLD,E,23,0.014516422111870432
GLD,F,23,0.0012110802152304457
GLD,G,23,0.0003135292812088286
GLD,H,23,0.011846247142849394
GLD,I,23,0.014409006939827345
GLD,J,23,0.0005203549217910803
GLD,K,23,0.0023642642694501606
GLD,L,23,0.014402068014068329
GLD,M,23,0.014309463350926893
GLD,N,23,0.0009578638464214008
GLD,O,23,0.007269995512151262
GLD,P,23,0.0021589979723862325
GLD,Q,23,0.0017441228038874226
GLD,R,23,0.0005099467216843814
GLD,S,23,0.0005452790099745365
GLD,A,24,0.0007571633921763428
GLD,B,24,0.014368440622881647
GLD,C,24,0.014325287616845936
GLD,D,24,0.014375275110509915
GLD,E,24,0.014497110622747273
GLD,F,24,0.001537950489613231
GLD,G,24,0.00031414748850279743
GLD,H,24,0.013427289241505765
GLD,I,24,0.014383127638873092
GLD,J,24,0.0005210356313317599
GLD,K,24,0.0030410147640250805
GLD,L,24,0.014379440959219923
GLD,M,24,0.014286971180908943
GLD,N,24,0.0012288934565311894
GLD,O,24,0.009094818714902756
GLD,P,24,0.0027797954208935863
GLD,Q,24,0.002231940106032237
GLD,R,24,0.0005106798865303584
GLD,S,24,0.0005609147243260063
GLD,A,25,0.0009264529608632305
GLD,B,25,0.014376385851166254
GLD,C,25,0.014331863971972149
GLD,D,25,0.014382736880852228
GLD,E,25,0.014507627988962535
GLD,F,25,0.00196074665512353
GLD,G,25,0.00031566542122195306
GLD,H,25,0.014187653626875265
GLD,I,25,0.014389902522381546
GLD,J,25,0.0005228826254972663
GLD,K,25,0.003925031125830576
GLD,L,25,0.014387641711933637
GLD,M,25,0.014296156363097768
GLD,N,25,0.0015456447095445324
GLD,O,25,0.011098940907007054
GLD,P,25,0.00359365618657562
GLD,Q,25,0.00287934935821579
GLD,R,25,0.000512537067084852
GLD,S,25,0.0005883240768121147
GLD,A,26,0.0011794190791152394
GLD,B,26,0.014397381432680788
GLD,C,26,0.014353751695953106
GLD,D,26,0.014404422766172261
GLD,E,26,0.014530646675993353
GLD,F,26,0.002518578791295909
GLD,G,26,0.00031779162464046576
GLD,H,26,0.014363401401869137
GLD,I,26,0.014411596299727162
GLD,J,26,0.000525097047892624
GLD,K,26,0.005057838768648858
GLD,L,26,0.014408551451992744
GLD,M,26,0.014320208898685977
GLD,N,26,0.0019666972886196047
GLD,O,26,0.012992404909395988
GLD,P,26,0.004639459249063367
GLD,Q,26,0.003724057532884449
GLD,R,26,0.000514718486158839
GLD,S,26,0.0006340257318554135
GLD,A,27,0.0014811269491588094
GLD,B,27,0.014416243666464117
GLD,C,27,0.014372851537087603
GLD,D,27,0.014421856513021006
GLD,E,27,0.014548726578254728
GLD,F,27,0.003248700975777128
GLD,G,27,0.00032057830444003174
GLD,H,27,0.014405582876269894
GLD,I,27,0.01442856532540561
GLD,J,27,0.0005274173035506183
GLD,K,27,0.006465522778260351
GLD,L,27,0.014425489453197538
GLD,M,27,0.014336826520085041
GLD,N,27,0.0025162767652330913
GLD,O,27,0.014042776831882512
GLD,P,27,0.005944948792055319
GLD,Q,27,0.004799867873859009
GLD,R,27,0.0005170241133749849
GLD,S,27,0.0007094392819200473
GLD,A,28,0.0018759161518695803
GLD,B,28,0.014448553102277736
GLD,C,28,0.014406333455508204
GLD,D,28,0.014455514977053396
GLD,E,28,0.01458352884582627
GLD,F,28,0.00419550575257488
GLD,G,28,0.0003243936466033262
GLD,H,28,0.01444535344091304
GLD,I,28,0.014462665802753674
GLD,J,28,0.000529637895215955
GLD,K,28,0.008169749418237317
GLD,L,28,0.01445831987717806
GLD,M,28,0.014373559614084111
GLD,N,28,0.0032405424538142808
GLD,O,28,0.014342797959944743
GLD,P,28,0.007537019090271373
GLD,Q,28,0.006148249442370868
GLD,R,28,0.0005193382930293276
GLD,S,28,0.0008345210488657025
GLD,A,29,0.0023966639359715327
GLD,B,29,0.01446595866559902
GLD,C,29,0.014424548383415139
GLD,D,29,0.014474187238146578
GLD,E,29,0.014604233816188045
GLD,F,29,0.0053973579577552755
GLD,G,29,0.0003296884380012365
GLD,H,29,0.014467249624042132
GLD,I,29,0.014481748345414826
GLD,J,29,0.0005314553079790275
GLD,K,29,0.010103839193198419
GLD,L,29,0.014476376328946668
GLD,M,29,0.014395642943753265
GLD,N,29,0.004175131387418927
GLD,O,29,0.014413180932870511
GLD,P,29,0.009381191245082956
GLD,Q,29,0.007776192516815868
GLD,R,29,0.0005213810435308107
GLD,S,29,0.001037811238545309
GLD,A,30,0.003083246797237138
GLD,B,30,0.014486687780383492
GLD,C,30,0.014446052692171262
GLD,D,30,0.014495440637473544
GLD,E,30,0.014628275280724976
GLD,F,30,0.0068891756262521794
GLD,G,30,0.0003382436740371407
GLD,H,30,0.014491465354968017
GLD,I,30,0.014503451926491329
GLD,J,30,0.000533949140730011
GLD,K,30,0.01211745030562912
GLD,L,30,0.014496949528395215
GLD,M,30,0.01441990326668502
GLD,N,30,0.005365240617549687
GLD,O,30,0.014445346378317705
GLD,P,30,0.011367628610805255
GLD,Q,30,0.009656099078715393
GLD,R,30,0.0005242707816099949
GLD,S,30,0.0013240583812477032
GLD,A,31,0.00397614025920645
GLD,B,31,0.01452499236272156
GLD,C,31,0.014484895992423976
GLD,D,31,0.014532418342192106
GLD,E,31,0.014668560163556266
GLD,F,31,0.008677324536167538
GLD,G,31,0.0003523719268945176
GLD,H,31,0.014529681841567665
GLD,I,31,0.014540466153535797
GLD,J,31,0.0005378188433941627
GLD,K,31,0.013625632523408268
GLD,L,31,0.014533073705686118
GLD,M,31,0.014457311722814715
GLD,N,31,0.006847560027803891
GLD,O,31,0.014482838732897142
GLD,P,31,0.013186273831676226
GLD,Q,31,0.011658547443391131
GLD,R,31,0.0005287977144402837
GLD,S,31,0.0016652060696031976
GLD,A,32,0.005119177951457368
GLD,B,32,0.014595610635202094
GLD,C,32,0.014556241174721547
GLD,D,32,0.014601617878903236
GLD,E,32,0.01474136371586525
GLD,F,32,0.01069866575347211
GLD,G,32,0.0003753309556719112
GLD,H,32,0.01459904349321061
GLD,I,32,0.014608964049886371
GLD,J,32,0.0005431394177347973
GLD,K,32,0.014330191971246145
GLD,L,32,0.014601786019148206
GLD,M,32,0.014526139294832461
GLD,N,32,0.008635407224362174
GLD,O,32,0.014548705817916239
GLD,P,32,0.014226186620477298
GLD,Q,32,0.013422859675144616
GLD,R,32,0.0005351978637123396
GLD,S,32,0.0021171853827172604
GLD,A,33,0.006532301179884742
GLD,B,33,0.014678096779978812
GLD,C,33,0.014639594670606723
GLD,D,33,0.014684976485023263
GLD,E,33,0.014827529855431835
GLD,F,33,0.01273212291181961
GLD,G,33,0.00041230103464201485
GLD,H,33,0.014681276810929584
GLD,I,33,0.014691482591049576
GLD,J,33,0.0005483962538805733
GLD,K,33,0.014537331706820358
GLD,L,33,0.014684166240715196
GLD,M,33,0.014611670581989143
GLD,N,33,0.01066736085036884
GLD,O,33,0.014629023590483254
GLD,P,33,0.01455233502944532
GLD,Q,33,0.01437227949297423
GLD,R,33,0.0005421687333965724
GLD,S,33,0.0027009554226513363
GLD,A,34,0.008246230075243105
GLD,B,34,0.014723466404116129
GLD,C,34,0.014686681023330463
GLD,D,34,0.014728962748484975
GLD,E,34,0.014869126073492334
GLD,F,34,0.014086461927407383
GLD,G,34,0.00046718883933691757
GLD,H,34,0.014727254815539978
GLD,I,34,0.014736307223756358
GLD,J,34,0.0005515008357241634
GLD,K,34,0.014606433270799177
GLD,L,34,0.014726462897421664
GLD,M,34,0.014657814507222144
GLD,N,34,0.01273975036556384
GLD,O,34,0.014675730986277615
GLD,P,34,0.014645444737436362
GLD,Q,34,0.014621343405859305
GLD,R,34,0.0005476011631886822
GLD,S,34,0.003474130115803939
GLD,A,35,0.010170219603706579
GLD,B,35,0.01475438706256667
GLD,C,35,0.014717354924760132
GLD,D,35,0.014759328912254236
GLD,E,35,0.014904754142205073
GLD,F,35,0.014610132332989714
GLD,G,35,0.0005544537542713771
GLD,H,35,0.014756299046866454
GLD,I,35,0.014766483729511832
GLD,J,35,0.0005540013308297858
GLD,K,35,0.014639965618712433
GLD,L,35,0.014756467514781331
GLD,M,35,0.014690269079901386
GLD,N,35,0.014155215589412656
GLD,O,35,0.014705069582597461
GLD,P,35,0.014682769249497378
GLD,Q,35,0.014690543155679902
GLD,R,35,0.000554073150536682
GLD,S,35,0.004448752612094454
GLD,A,36,0.012176265095142537
GLD,B,36,0.014779997797437293
GLD,C,36,0.014743594714954672
GLD,D,36,0.014784919852197542
GLD,E,36,0.014932059604920805
GLD,F,36,0.01473467118524684
GLD,G,36,0.0006900231005803505
GLD,H,36,0.014782468834158876
GLD,I,36,0.014792395235573434
GLD,J,36,0.0005558800198437563
GLD,K,36,0.014666902568386292
GLD,L,36,0.014781677305872772
GLD,M,36,0.014717616091103279
GLD,N,36,0.014726658558186922
GLD,O,36,0.014730876745935172
GLD,P,36,0.014710265142030898
GLD,Q,36,0.0147244721530884
GLD,R,36,0.0005621668285900266
GLD,S,36,0.0056754354599923024
GLD,A,37,0.013758498282538417
GLD,B,37,0.014791462042340432
GLD,C,37,0.01475510967461207
GLD,D,37,0.014796310541199233
GLD,E,37,0.014943962612977228
GLD,F,37,0.014764467565362538
GLD,G,37,0.000897056706616869
GLD,H,37,0.014794222547079223
GLD,I,37,0.01480415581933548
GLD,J,37,0.0005570738669398786
GLD,K,37,0.014678963252858838
GLD,L,37,0.014792751304698117
GLD,M,37,0.014730179417782034
GLD,N,37,0.014840819132909706
GLD,O,37,0.014742911924451006
GLD,P,37,0.014723109932574259
GLD,Q,37,0.014737782892014254
GLD,R,37,0.0005734470984673553
GLD,S,37,0.0071779107614452844
GLD,A,38,0.014526973068637638
GLD,B,38,0.014798709374492926
GLD,C,38,0.014762024795485863
GLD,D,38,0.01480344401037494
GLD,E,38,0.014951200080633043
GLD,F,38,0.014774983193115626
GLD,G,38,0.0012041757515804806
GLD,H,38,0.01480113426343467
GLD,I,38,0.014811432314816193
GLD,J,38,0.0005582302478986554
GLD,K,38,0.014686119479293247
GLD,L,38,0.014799697076496254
GLD,M,38,0.014737690347410702
GLD,N,38,0.01486398215506038
GLD,O,38,0.014750339923610365
GLD,P,38,0.014731279431558381
GLD,Q,38,0.014745151736926759
GLD,R,38,0.0005913668862010021
GLD,S,38,0.008950607625977845
GLD,A,39,0.014700665296268338
GLD,B,39,0.014805879159660284
GLD,C,39,0.01477087836577853
GLD,D,39,0.014811866256244501
GLD,E,39,0.014961593850103292
GLD,F,39,0.014781598673654448
GLD,G,39,0.0016293680346301438
GLD,H,39,0.014807827359425641
GLD,I,39,0.014820066033794427
GLD,J,39,0.0005598258025378455
GLD,K,39,0.014692304339844767
GLD,L,39,0.01480820604345688
GLD,M,39,0.014746743337043934
GLD,N,39,0.014874151058817252
GLD,O,39,0.014757399248650254
GLD,P,39,0.014736882434565477
GLD,Q,39,0.014750325800592769
GLD,R,39,0.000620575134013323
GLD,S,39,0.010917512498477293
GLD,A,40,0.014733461746672297
GLD,B,40,0.0148081413954232
GLD,C,40,0.014774178535684218
GLD,D,40,0.014813708738790593
GLD,E,40,0.014961956389526753
GLD,F,40,0.014783758175574062
GLD,G,40,0.0021745186253392906
GLD,H,40,0.014809457884490994
GLD,I,40,0.014822377347353767
GLD,J,40,0.0005617346620107897
GLD,K,40,0.014694142706191295
GLD,L,40,0.014810016294517135
GLD,M,40,0.014748594241201117
GLD,N,40,0.01487593477995699
GLD,O,40,0.014759225170376658
GLD,P,40,0.014738639651260155
GLD,Q,40,0.014752022007319813
GLD,R,40,0.0006685385464906366
GLD,S,40,0.012888347757020186
GLD,A,41,0.014745528786100973
GLD,B,41,0.014812061755177408
GLD,C,41,0.014776789336199744
GLD,D,41,0.01481692830492416
GLD,E,41,0.014966026579696201
GLD,F,41,0.01478729153075303
GLD,G,41,0.002868255781998792
GLD,H,41,0.014813156089413712
GLD,I,41,0.014825179720358779
GLD,J,41,0.000564705829063274
GLD,K,41,0.014699131615898578
GLD,L,41,0.014814262513927364
GLD,M,41,0.014752071319018057
GLD,N,41,0.014877820059032926
GLD,O,41,0.014762666226700076
GLD,P,41,0.014741846723248025
GLD,Q,41,0.01475570503286763
GLD,R,41,0.0007487893038753985
GLD,S,41,0.014213410512972324
GLD,A,42,0.014751720439835742
