Regions,Sectors,PathTimes,KAP
GLD,Q,43,25.60098011
GLD,R,43,1.791570885
GLD,S,43,25.70713977
GLD,A,44,25.10518732
GLD,B,44,25.20991563
GLD,C,44,25.15388597
GLD,D,44,25.22019577
GLD,E,44,25.47233609
GLD,F,44,25.16996789
GLD,G,44,10.37931541
GLD,H,44,25.21012347
GLD,I,44,25.23590841
GLD,J,44,1
GLD,K,44,25.02434176
GLD,L,44,25.22023253
GLD,M,44,25.11272687
GLD,N,44,25.31876592
GLD,O,44,25.13176009
GLD,P,44,25.09367259
GLD,Q,44,25.11818041
GLD,R,44,2.165041051
GLD,S,44,25.24288601
GLD,A,45,24.31230908
GLD,B,45,24.40993625
GLD,C,45,24.35019529
GLD,D,45,24.41872791
GLD,E,45,24.66839802
GLD,F,45,24.3716423
GLD,G,45,12.57039424
GLD,H,45,24.40762388
GLD,I,45,24.43443951
GLD,J,45,1
GLD,K,45,24.23323128
GLD,L,45,24.42268759
GLD,M,45,24.317584
GLD,N,45,24.51162575
GLD,O,45,24.337202
GLD,P,45,24.29799188
GLD,Q,45,24.3228749
GLD,R,45,2.557842587
GLD,S,45,24.44330941
GLD,A,46,23.09141803
GLD,B,46,23.19084576
GLD,C,46,23.13625852
GLD,D,46,23.2012203
GLD,E,46,23.44292729
GLD,F,46,23.14770762
GLD,G,46,14.58971113
GLD,H,46,23.180646
GLD,I,46,23.2172921
GLD,J,46,1
GLD,K,46,23.02076152
GLD,L,46,23.2105149
GLD,M,46,23.10704856
GLD,N,46,23.283354
GLD,O,46,23.12211192
GLD,P,46,23.07903545
GLD,Q,46,23.10067935
GLD,R,46,2.926071018
GLD,S,46,23.21566069
GLD,A,47,21.35453626
GLD,B,47,21.45702986
GLD,C,47,21.40976638
GLD,D,47,21.46780766
GLD,E,47,21.69396219
GLD,F,47,21.40535707
GLD,G,47,16.05931637
GLD,H,47,21.43536678
GLD,I,47,21.48464151
GLD,J,47,1
GLD,K,47,21.29432639
GLD,L,47,21.48336692
GLD,M,47,21.38223123
GLD,N,47,21.53462192
GLD,O,47,21.3914619
GLD,P,47,21.34432761
GLD,Q,47,21.36357464
GLD,R,47,3.316802837
GLD,S,47,21.46740225
GLD,A,48,18.956077
GLD,B,48,19.03973938
GLD,C,48,18.99642073
GLD,D,48,19.04579835
GLD,E,48,19.24097771
GLD,F,48,18.99368192
GLD,G,48,16.47006164
GLD,H,48,19.01287223
GLD,I,48,19.06397512
GLD,J,48,1
GLD,K,48,18.90069745
GLD,L,48,19.06630072
GLD,M,48,18.97225162
GLD,N,48,19.09844947
GLD,O,48,18.98614757
GLD,P,48,18.94082818
GLD,Q,48,18.95909429
GLD,R,48,3.764257978
GLD,S,48,19.0422129
GLD,A,49,15.97690345
GLD,B,49,16.03870708
GLD,C,49,15.99747939
GLD,D,49,16.04177305
GLD,E,49,16.20938242
GLD,F,49,16.00076482
GLD,G,49,15.213088
GLD,H,49,16.00975269
GLD,I,49,16.05949409
GLD,J,49,1
GLD,K,49,15.92820327
GLD,L,49,16.06698939
GLD,M,49,15.98411448
GLD,N,49,16.07925183
GLD,O,49,15.99993057
GLD,P,49,15.95760113
GLD,Q,49,15.97460859
GLD,R,49,4.05927786
GLD,S,49,16.03415027
GLD,A,50,13.30778843
GLD,B,50,13.36103484
GLD,C,50,13.32651659
GLD,D,50,13.36448902
GLD,E,50,13.50902423
GLD,F,50,13.32419973
GLD,G,50,13.14760591
GLD,H,50,13.32854078
GLD,I,50,13.38087864
GLD,J,50,1
GLD,K,50,13.26952174
GLD,L,50,13.39241931
GLD,M,50,13.31945724
GLD,N,50,13.3883738
GLD,O,50,13.33124306
GLD,P,50,13.29020711
GLD,Q,50,13.30401879
GLD,R,50,4.229269033
GLD,S,50,13.34877826
GLD,A,51,11.08107035
GLD,B,51,11.12796931
GLD,C,51,11.10112291
GLD,D,51,11.13150463
GLD,E,51,11.25214738
GLD,F,51,11.09314899
GLD,G,51,11.05738853
GLD,H,51,11.09581297
GLD,I,51,11.14619925
GLD,J,51,1
GLD,K,51,11.05091394
GLD,L,51,11.15800457
GLD,M,51,11.09488154
GLD,N,51,11.14712106
GLD,O,51,11.10345851
GLD,P,51,11.06589077
GLD,Q,51,11.07724327
GLD,R,51,4.409454414
GLD,S,51,11.11266553
GLD,A,52,8.709547956
GLD,B,52,8.739184373
GLD,C,52,8.716947141
GLD,D,52,8.740420313
GLD,E,52,8.831896672
GLD,F,52,8.715843457
GLD,G,52,8.716454594
GLD,H,52,8.715404986
GLD,I,52,8.752614194
GLD,J,52,1
GLD,K,52,8.682937649
GLD,L,52,8.76159668
GLD,M,52,8.712098479
GLD,N,52,8.753033647
GLD,O,52,8.722711087
GLD,P,52,8.694258598
GLD,Q,52,8.704506245
GLD,R,52,4.401858604
GLD,S,52,8.728851454
GLD,A,53,7.261548315
