Regions,Sectors,PathTimes,GROWTH_KAP,GROWTH_OUT,EULER_INTEGRAND,EULER_RATIO
GLD,O,6,-0.049969823276554796,0.02339731147148696,0.0007445573856402518,3.4712043784369513
GLD,P,6,-0.049973902944616434,0.009064218957710111,0.0006558390102640252,3.4590873187068425
GLD,Q,6,-0.04996970724942615,0.016980017162131822,0.0006722630193975414,3.460908836771025
GLD,R,6,-0.04995176618795104,0.0061434570273919175,0.0007579868419167627,3.444506904854975
GLD,S,6,-0.049978196540001275,0.025318213353227793,0.0007825029014044364,3.4187661571071724
GLD,A,7,-0.0499666416017846,0.004920884006844959,0.0008041919867608579,1.9907996823706269
GLD,B,7,-0.04999690887322119,0.004496595372476731,0.005058474118531787,1.6605526904329353
GLD,C,7,0.016838631147434356,0.012183282728266862,0.025605564140233746,1.5741508394734447
GLD,D,7,0.016151489817589966,0.009406674488450421,0.025490681515911023,1.5729675973861263
GLD,E,7,-0.038843406790547694,-0.004870220845373002,0.022089196813916127,1.5885042935101985
GLD,F,7,-0.0499688385766524,0.004513186403016644,0.000824779070112815,1.993984604825459
GLD,G,7,-0.049972836039879814,0.009017478512393562,0.0005023310482474602,2.001210319961811
GLD,H,7,-0.049975491354359705,0.003422942544274594,0.0008036103235016758,1.9879980308567524
GLD,I,7,0.01749034513491561,0.011188858911620582,0.025684810991267095,1.5730627109421709
GLD,J,7,-0.04996615418384956,-0.0021239902439938612,0.0008326611862812676,2.0013333243034235
GLD,K,7,-0.0499683090657897,-0.0014830009304694274,0.0007340452706021323,2.026687972688746
GLD,L,7,0.013090622559251306,0.004775271378887911,0.02533721175280295,1.5681967297957276
GLD,M,7,-0.033151490613144804,-0.00906116288848206,0.022245632362899795,1.5765944254844546
GLD,N,7,-0.0499783858431108,0.0017395989324205437,0.0008319147282399798,2.0028662996351407
GLD,O,7,-0.04996856245061641,0.002047793716665819,0.0008011200559322033,2.0067518685946557
GLD,P,7,-0.04997281037637465,-0.0012114839571159186,0.0007001248905121944,2.0004007867232314
GLD,Q,7,-0.04996844043047408,0.001684713046724176,0.0007173457646329569,2.000095799842705
GLD,R,7,-0.049949749975019865,-0.004144277842997298,0.0008072199338752607,1.9967568732985403
GLD,S,7,-0.04997728381547351,0.003858520878092411,0.0008291978490860497,1.9866416297621703
GLD,A,8,-0.04996525686205693,0.004293213409519096,0.0007981808334527917,1.8655310032074308
GLD,B,8,-0.049996807096232755,-0.0029353954519268604,0.007094631321286786,1.474040904106113
GLD,C,8,0.009292160880625804,0.010355565814554824,0.025241705391961446,1.4211283512736574
GLD,D,8,0.0091863916304013,0.00971019036102562,0.025195832914598516,1.4203183998542568
GLD,E,8,0.0027712722137735756,-0.007911565657773137,0.024601513989492108,1.3871286048766194
GLD,F,8,-0.04996754548557292,0.0038277595672837335,0.0008189638544724392,1.8661046594925739
GLD,G,8,-0.04997170120856543,0.007409150069687762,0.0004996661817911074,1.8694425618356656
GLD,H,8,-0.04997447128067704,0.002654962244445559,0.0008275126090033509,1.8534907888838443
GLD,I,8,0.01137630035582075,0.010815089935312392,0.025215515024411862,1.4189126250449928
GLD,J,8,-0.04996475022144479,-0.0024301786881772394,0.0008289654659919847,1.8713069551920365
GLD,K,8,-0.04996699205570726,-0.0010828415728691785,0.0007396771439856671,1.8916954241328416
GLD,L,8,0.008526592678316205,0.007859972579095086,0.025159868724037478,1.4194273534052526
GLD,M,8,0.0006010599634791811,-0.007641814104139289,0.024467403175219504,1.3908307614859883
GLD,N,8,-0.04997748497283044,0.0016051501293163498,0.000828720722747461,1.8721191232589103
GLD,O,8,-0.04996725674091357,0.0011490769068905778,0.0008084210089028864,1.8761667969377835
GLD,P,8,-0.049971677896252356,-0.001215532388918537,0.0006977544637422581,1.8707509652221501
GLD,Q,8,-0.04996712792481419,0.0011194841162096725,0.0007144755500253833,1.8706622415338607
GLD,R,8,-0.049947659892370946,-0.004172097401040099,0.0008023778090516585,1.8683792277146847
GLD,S,8,-0.04997633751190691,0.002553153546785617,0.0008212312938175421,1.8614756808902144
GLD,A,9,-0.049963410739134045,0.004165020450368225,0.0007756067523779829,1.8305127928582492
GLD,B,9,-0.0499960672739534,-0.003902610027761319,0.009460283283556411,1.383879741928536
GLD,C,9,0.009293221001561618,0.005438740780575862,0.02431216078776463,1.3378134486091644
GLD,D,9,0.01044813965641501,0.00629743577758712,0.02430666546218342,1.3355987017175008
GLD,E,9,0.012727481229493595,0.006047073652026666,0.024259271345958497,1.3350826661199156
GLD,F,9,-0.04996582090972327,0.00450191421900893,0.0007963454625191742,1.8312662044140995
GLD,G,9,-0.04997019767926706,0.007647076524703738,0.0004854533262763567,1.8299466245543312
GLD,H,9,-0.04997311425916742,0.003784850434330904,0.0008575647611165141,1.8035094183476479
GLD,I,9,0.011640175063154092,0.00762557231884311,0.024224136434157918,1.33605149515845
GLD,J,9,-0.049962877148663966,0.0011305658748289515,0.0008053143697548989,1.8299144456571723
GLD,K,9,-0.0499652381412234,0.0026191900751541823,0.0007213363336911623,1.8315811037152028
GLD,L,9,0.011036365202635337,0.006719536315957988,0.024300591480163794,1.3332824385433475
GLD,M,9,0.009522330969528417,0.0035955658822547443,0.02409535945824682,1.3322278770764213
GLD,N,9,-0.04997628849398998,0.004047502925686927,0.0008051744938336715,1.8295305324544129
GLD,O,9,-0.04996551667800742,0.0043189172468596085,0.0007995967910184776,1.824458665739309
GLD,P,9,-0.04997017296025857,0.0021761893553663763,0.0006794539559178299,1.8295203123434736
GLD,Q,9,-0.04996538127340311,0.0027275854414309008,0.0006952022857742971,1.8301274792096738
GLD,R,9,-0.04994488007836671,0.0005852189553267515,0.0007797955795108744,1.8309150598911315
GLD,S,9,-0.04997508006925726,0.0033116036446841747,0.000797626806253448,1.829764653714897
GLD,A,10,-0.04996148126622732,0.004975962917513142,0.0007341757700324152,1.7864113854160244
GLD,B,10,-0.04999141257537617,-0.007079865376483958,0.011963528500619438,1.3152512348458323
GLD,C,10,0.010917353109677072,0.004897445748479983,0.022735920551370446,1.2791200942682577
GLD,D,10,0.013457009781018672,0.0071811545672458,0.022724639308582456,1.2761323649661036
GLD,E,10,0.017076928753014795,0.010489873942041802,0.0227778971604385,1.281538300951679
GLD,F,10,-0.04996401842324178,0.005435995975774051,0.0007546479104203099,1.7874092059212199
GLD,G,10,-0.04996862596777834,0.009125605923920577,0.00045875080458891487,1.7831239609829441
GLD,H,10,-0.04997169544645584,0.004818374551174396,0.0009017528518465505,1.7343550334869786
GLD,I,10,0.014079913804348044,0.008015836675412388,0.022627462357400773,1.2763838351770203
GLD,J,10,-0.04996091955699659,0.002104110948121323,0.0007608925370775203,1.7829897040908824
GLD,K,10,-0.04996340494592744,0.004284433260818927,0.0006837533783187754,1.7789919959247897
GLD,L,10,0.014855897605929971,0.009126518095643375,0.022715711997658483,1.2733499926749887
GLD,M,10,0.013732748049130859,0.007489753634294826,0.022612342175713923,1.2777153622882493
GLD,N,10,-0.04997503781065018,0.0055813428503497875,0.0007608177147094174,1.7820686973319877
GLD,O,10,-0.049963697877251946,0.0059693242296526465,0.000778890718260834,1.769195395675432
GLD,P,10,-0.04996859987836775,0.003470146325040376,0.0006447725459072253,1.7821274751949487
GLD,Q,10,-0.049963555649725606,0.0035786797048833023,0.000658823391266071,1.7833464083717299
GLD,R,10,-0.04994197461366542,0.0018645251352031496,0.0007377491880658836,1.78569646639478
GLD,S,10,-0.04997376567257657,0.003912091564150462,0.0007548683941097168,1.7863158444547238
GLD,A,11,-0.049958706387547826,0.005736142748801954,0.0006786445492584893,1.7477765346717977
GLD,B,11,-0.04995206040947364,-0.011451044138105678,0.014223819380380181,1.2530071778467067
GLD,C,11,0.012757540118710116,0.004641465055731318,0.02064437737012833,1.2248922422074278
GLD,D,11,0.016918078577567806,0.008740722738672962,0.020615554411443252,1.2210111214055714
GLD,E,11,0.020066484355482066,0.012512910209092877,0.0207004321739274,1.2281660247340276
GLD,F,11,-0.049961426069557856,0.006043422441576059,0.0006988563682097647,1.7490938477403808
GLD,G,11,-0.049966379898522234,0.01038685129568584,0.00042278045669074483,1.742379150843466
GLD,H,11,-0.049969639575895355,0.005641494629639933,0.0009772218723850571,1.6562669552981464
GLD,I,11,0.017127124590854553,0.009193742343961163,0.020536112606463913,1.2212245393343362
GLD,J,11,-0.049958102434405356,0.0021842929072196757,0.0007012327739360788,1.7425801354876198
GLD,K,11,-0.04996077082828237,0.005336041999223683,0.0006334498736701834,1.7344653339721987
GLD,L,11,0.018970657575893522,0.012013648369512922,0.020595729519837177,1.2178559170622896
GLD,M,11,0.017034587114776314,0.009467443897978383,0.020528219678169597,1.223743747676534
GLD,N,11,-0.04997324639893307,0.006634687636671404,0.000701306490634787,1.7411140993950212
GLD,O,11,-0.04996107509205737,0.006979010386501384,0.0007555598715191141,1.7147712641569528
GLD,P,11,-0.04996634478258986,0.004291035510619172,0.0005986942409495,1.7402065203976924
GLD,Q,11,-0.049960934563098185,0.003982261644131462,0.0006102192410412303,1.7423138469448287
GLD,R,11,-0.04993780748622809,0.00221086515709593,0.0006813821481627623,1.746790425155057
GLD,S,11,-0.04997188221572533,0.004224401384261083,0.0006976349412750429,1.747912161135217
GLD,A,12,-0.049956067197284314,0.00600114485551577,0.0006122334532303549,1.7086286062321432
GLD,B,12,-0.04967124715876418,-0.016423097087557945,0.015614794363168445,1.1866752358394697
GLD,C,12,0.014173279332568579,0.003617735035206448,0.018145620311738803,1.1643493695866667
GLD,D,12,0.01945117422531373,0.010046857208858527,0.018111824980571213,1.1604172588320771
GLD,E,12,0.02221951669473128,0.012898197553028056,0.01819063685133811,1.167083519932089
GLD,F,12,-0.04995895964874784,0.00592987998202175,0.0006323388940416551,1.7101865183739728
GLD,G,12,-0.049964239386460135,0.009717390839029113,0.00037970005002231264,1.7010565380722198
GLD,H,12,-0.04996765783383036,0.006042358255645011,0.0010898485167341273,1.5524693197434094
GLD,I,12,0.019322864951294896,0.010105119261053069,0.01806087611992497,1.1607641587747777
GLD,J,12,-0.049955423906257235,0.0017622175240911094,0.0006299604623032575,1.7019428624992847
GLD,K,12,-0.04995826333932664,0.005977008975688619,0.0005742405245074461,1.6875334949487326
GLD,L,12,0.021761057925786722,0.014799815072013613,0.01809348926595448,1.1577356303562278
GLD,M,12,0.01888726353025651,0.01051368180827746,0.01803571132914897,1.1636548230611066
GLD,N,12,-0.04997154018353968,0.007146421670371892,0.0006303178071515678,1.6996169054092487
GLD,O,12,-0.04995857048514726,0.007324225107329406,0.0007356315970230555,1.6478063348711396
GLD,P,12,-0.04996419661514581,0.004659911626020769,0.0005444875353682548,1.6957468375166358
GLD,Q,12,-0.04995843958935992,0.003891977410104621,0.0005525902447223899,1.699592665394216
GLD,R,12,-0.04993384037470462,0.0022384889037842157,0.000613970553562496,1.7072958534790854
GLD,S,12,-0.04997008848015418,0.004029720107466827,0.0006292199263185562,1.709083217131271
GLD,A,13,-0.049955035959564374,0.0050955704355066505,0.0005421502736984643,1.6789834279390916
GLD,B,13,-0.014632764467842405,-0.02234573548271236,0.014909295760339489,1.0777892031792928
GLD,C,13,0.003382894171777316,0.0013698143422373524,0.01558558442133726,1.1098745717840253
GLD,D,13,0.006066641476549566,0.0098925506326586,0.015591659725657382,1.1090752049998112
GLD,E,13,0.006630269570684136,0.01252004231654309,0.015686959145634016,1.1167924458734997
GLD,F,13,-0.049957997007966416,0.004641301844138783,0.0005624680260473104,1.6802873721881912
GLD,G,13,-0.04996337605055896,0.004400721048747095,0.0003342115173978501,1.6696578039300003
GLD,H,13,-0.04996694658551273,0.005455704596101083,0.0012146647246437663,1.4117491857458386
GLD,I,13,0.005475217316979421,0.009671318536894786,0.015574097048074123,1.1097283783868455
GLD,J,13,-0.04995438035504489,0.0007889733659585999,0.0005548926365798601,1.6713831542543967
GLD,K,13,-0.049957280841192456,0.005659477680008169,0.0005133087883725548,1.6458022299816644
GLD,L,13,0.008175447656450466,0.015975932188728316,0.015615357859815424,1.1099204890094452
GLD,M,13,0.005795185107136921,0.009391544129097212,0.015490742418370776,1.1103768519291626
GLD,N,13,-0.04997085989470925,0.006433004822518546,0.0005557449242502978,1.6677555886702256
GLD,O,13,-0.049957618360284,0.0064242138147207846,0.0007262843605479079,1.5707001178094278
GLD,P,13,-0.04996334481376676,0.00381394314703389,0.0004886516626633752,1.6566788323419328
GLD,Q,13,-0.04995745712321827,0.002908977085491311,0.0004925935215193759,1.6640346894835152
GLD,R,13,-0.04993227016226551,0.0019663864626246644,0.0005427648189271594,1.6774446492354025
GLD,S,13,-0.04996937490085485,0.002836059101127241,0.0005570078837064552,1.6798782208921383
GLD,A,14,-0.049952663426657565,0.0011122944693857926,0.0005187163835404477,1.813360578036402
GLD,B,14,-0.0032582520577373562,-0.007819391533302949,0.014530111701861758,1.1711473415513587
GLD,C,14,0.000640104643725244,-0.0005195034125132931,0.014769717764205952,1.1915428598927333
GLD,D,14,0.0015561082873363772,0.0027179408192432803,0.014764964464950566,1.1904321093923995
GLD,E,14,0.0016822630208792229,0.003078290443687303,0.014855410584065847,1.1979487829362165
GLD,F,14,-0.04995578045495807,0.0009643675054128642,0.000540576655830283,1.8100531366602763
GLD,G,14,-0.049961443404452986,0.00025625681926138834,0.000318656772713833,1.8096989713723617
GLD,H,14,-0.0499651938833676,0.001238010858353422,0.0014426010105508121,1.3962090571816055
GLD,I,14,0.0012124023583285485,0.002306328189964769,0.014766672452039631,1.1905403814281978
GLD,J,14,-0.04995197328571528,1.006820127919196e-05,0.0005293733100128138,1.8110041154142822
GLD,K,14,-0.04995502613912608,0.0015852640220318148,0.0005044376544158589,1.7760230880254553
GLD,L,14,0.0024952281865412967,0.005626906010515741,0.014774625517719827,1.1911809526072954
GLD,M,14,0.001497876025325112,0.002549309255201999,0.014660389270059259,1.1920600352408748
GLD,N,14,-0.04996932185073907,0.001666419446063802,0.000531722023457429,1.806849614176085
GLD,O,14,-0.04995537730875542,0.0015237690371256545,0.0008144835294454343,1.6548477292791135
GLD,P,14,-0.04996141008126937,0.0009392168279493356,0.00047973554095674014,1.781878498994831
GLD,Q,14,-0.04995521201273225,0.0005248565397506169,0.0004782707268602015,1.7939374724711683
GLD,R,14,-0.04992869819756655,0.0004857529493025212,0.0005184846069343071,1.8135135246897234
GLD,S,14,-0.0499677585347614,0.00036894439176799533,0.0005324993677531019,1.8144655052175658
GLD,A,15,-0.049950172164816134,0.00026776224905119845,0.0005134834119247947,1.8740716301512736
GLD,B,15,-0.0006188882269755351,-0.001770835347788317,0.01442416041519103,1.2172525325871415
GLD,C,15,0.0002503323816803781,-0.00016182688428267105,0.01457157394612385,1.2309415691039292
GLD,D,15,0.0004969061704998001,0.0007053984460771704,0.01455734361849793,1.2292621624654736
GLD,E,15,0.0006087819097398495,0.0007833444303238361,0.01464658673486836,1.2367492141674694
GLD,F,15,-0.04995345294019458,0.0002655442520024734,0.0005387476604237247,1.8670384190537603
GLD,G,15,-0.0499594139155802,-0.0001466168170691449,0.00031463942949212814,1.874267597323883
GLD,H,15,-0.04996334925453371,0.0002157957803401858,0.0017989682880033726,1.393237796719244
GLD,I,15,0.0003751956638125266,0.0005117303325528077,0.014568010673632857,1.22931765564698
GLD,J,15,-0.04994944577829057,2.118236518612769e-05,0.0005228121958923481,1.8749206878820364
GLD,K,15,-0.049952658173239864,0.00042047300426757613,0.0005235644950803153,1.8214026004772104
GLD,L,15,0.000814291664467177,0.0016717404024918648,0.014555316192971464,1.2293642634627924
GLD,M,15,0.0004988383527763873,0.0006856920567865524,0.014452323600272926,1.2311737580078135
GLD,N,15,-0.04996770672534667,0.00044053441088714155,0.0005279506006709473,1.8688120583502632
GLD,O,15,-0.04995302052773869,0.00036120105930198944,0.0009981578222290515,1.6590138432106138
GLD,P,15,-0.04995937820594737,0.00023774344258573087,0.0004957521478763097,1.8258305267362924
GLD,Q,15,-0.049952854312623425,0.00010940639001588538,0.00048574040488058145,1.8449103099917363
GLD,R,15,-0.04992494764438117,0.00013432454023308042,0.0005122293900135215,1.8755889461199868
GLD,S,15,-0.049966061203580915,8.132975300057656e-05,0.0005263437287689006,1.8757356127331144
GLD,A,16,-0.04994676360893261,0.00016221494548753325,0.0005136690936622631,1.8903570422553404
GLD,B,16,0.00010279944844923661,-0.000340109824370403,0.014397526700383663,1.2296366345543905
GLD,C,16,0.0003030247739848395,0.0001088331027460773,0.014528910550427977,1.24213736823167
GLD,D,16,0.000329970770645674,0.0002914668653765768,0.014510474307563897,1.2401501170980422
GLD,E,16,0.000493920057137848,0.0004661113048678329,0.014602911698106485,1.247941949911845
GLD,F,16,-0.04995026510561924,0.0001972798405852704,0.0005449643254754256,1.8785679442381238
GLD,G,16,-0.04995665235126215,0.00017502418295167063,0.0003137305025717638,1.8928267831184247
